이미지를 업로드하세요,예측 신뢰도 임계값 (Detection Threshold),감지된 객체,timestamp
.gradio/flagged/이미지를 업로드하세요/5ecca04e15d91eff5c9e/Bungee-1.jpg,0.82,.gradio/flagged/감지된 객체/283d4f72d4ac613ab6b7/image.webp,2025-05-29 07:23:16.307751
